Dates,Temp (F),RH (%),Wind Spd (mph),Precip (in),Flow (ft^3 / s),Sample Flow
2016-07-05 09:00:00+00:00,77,78,8,0.0,199.0,242.0
2016-07-05 10:00:00+00:00,79,76,13,0.0,204.0,242.0
2016-07-05 11:00:00+00:00,80,74,11,0.0,206.0,242.0
2016-07-05 12:00:00+00:00,80,71,14,0.0,206.0,242.0
2016-07-05 13:00:00+00:00,82,71,14,0.0,188.0,242.0
2016-07-05 14:00:00+00:00,84,65,16,0.0,186.0,242.0
2016-07-05 15:00:00+00:00,84,65,14,0.0,182.0,242.0
2016-07-05 16:00:00+00:00,83,65,15,0.0,190.0,242.0
2016-07-05 17:00:00+00:00,82,71,13,0.0,199.0,242.0
2016-07-05 18:00:00+00:00,81,74,15,0.0,206.0,242.0
2016-07-05 19:00:00+00:00,79,82,16,0.0,211.0,242.0
2016-07-05 20:00:00+00:00,70,88,36,0.0,211.0,242.0
2016-07-05 21:00:00+00:00,66,89,15,0.27,211.0,242.0
2016-07-05 22:00:00+00:00,67,87,9,0.0,206.0,242.0
2016-07-05 23:00:00+00:00,67,90,10,0.0,190.0,242.0
2016-07-06 00:00:00+00:00,65,93,6,0.0,193.0,242.0
2016-07-06 01:00:00+00:00,64,93,0,0.0,199.0,242.0
2016-07-06 02:00:00+00:00,64,96,6,0.0,261.0,242.0
2016-07-06 03:00:00+00:00,64,96,6,0.0,625.0,242.0
2016-07-06 04:00:00+00:00,64,96,9,0.0,639.0,242.0
2016-07-06 05:00:00+00:00,64,96,9,0.0,511.0,242.0
2016-07-06 06:00:00+00:00,65,93,6,0.0,417.0,242.0
2016-07-06 07:00:00+00:00,67,93,3,0.0,347.0,242.0
2016-07-06 08:00:00+00:00,69,86,5,0.0,311.0,242.0
2016-07-06 09:00:00+00:00,72,78,6,0.0,299.0,242.0
2016-07-06 10:00:00+00:00,75,73,0,0.0,294.0,242.0
2016-07-06 11:00:00+00:00,77,71,6,0.0,288.0,242.0
2016-07-06 12:00:00+00:00,79,69,9,0.0,263.0,242.0
2016-07-06 13:00:00+00:00,80,66,5,0.0,266.0,242.0
2016-07-06 14:00:00+00:00,82,62,9,0.0,274.0,242.0
2016-07-06 15:00:00+00:00,83,56,6,0.0,280.0,242.0
2016-07-06 16:00:00+00:00,82,58,6,0.0,277.0,242.0
2016-07-06 17:00:00+00:00,82,54,5,0.0,266.0,242.0
2016-07-06 18:00:00+00:00,80,56,6,0.0,274.0,242.0
2016-07-06 19:00:00+00:00,78,62,5,0.0,280.0,242.0
2016-07-06 20:00:00+00:00,74,68,3,0.0,285.0,242.0
2016-07-06 21:00:00+00:00,69,80,7,0.0,274.0,242.0
2016-07-06 22:00:00+00:00,69,78,5,0.0,261.0,242.0
2016-07-06 23:00:00+00:00,68,78,7,0.0,266.0,242.0
2016-07-07 00:00:00+00:00,66,87,6,0.0,271.0,242.0
2016-07-07 01:00:00+00:00,66,89,7,0.0,247.0,242.0
2016-07-07 02:00:00+00:00,67,93,8,0.0,250.0,242.0
2016-07-07 03:00:00+00:00,66,93,21,0.05,258.0,242.0
2016-07-07 04:00:00+00:00,66,93,7,0.29,266.0,242.0
2016-07-07 05:00:00+00:00,65,96,10,0.03,250.0,242.0
2016-07-07 06:00:00+00:00,65,96,11,0.0,250.0,242.0
2016-07-07 07:00:00+00:00,65,96,10,0.0,261.0,242.0
2016-07-07 08:00:00+00:00,67,93,5,0.0,263.0,242.0
2016-07-07 09:00:00+00:00,69,86,7,0.0,247.0,242.0
2016-07-07 10:00:00+00:00,71,84,7,0.0,820.0,242.0
2016-07-07 11:00:00+00:00,75,78,8,0.0,797.0,242.0
2016-07-07 12:00:00+00:00,77,73,3,0.0,585.0,242.0
2016-07-07 13:00:00+00:00,79,71,5,0.0,474.0,242.0
2016-07-07 14:00:00+00:00,80,66,3,0.0,421.0,242.0
2016-07-07 15:00:00+00:00,82,64,3,0.0,367.0,242.0
2016-07-07 16:00:00+00:00,81,67,5,0.0,354.0,242.0
2016-07-07 17:00:00+00:00,78,73,9,0.0,354.0,242.0
2016-07-07 18:00:00+00:00,74,81,9,0.0,344.0,242.0
2016-07-07 19:00:00+00:00,71,93,9,0.05,341.0,242.0
2016-07-07 20:00:00+00:00,70,96,6,0.0,360.0,242.0
2016-07-07 21:00:00+00:00,69,96,6,0.0,377.0,242.0
2016-07-07 22:00:00+00:00,68,96,11,0.0,370.0,242.0
2016-07-07 23:00:00+00:00,68,100,8,0.0,390.0,242.0
2016-07-08 00:00:00+00:00,68,93,7,0.0,400.0,242.0
2016-07-08 01:00:00+00:00,66,96,7,0.0,421.0,242.0
2016-07-08 02:00:00+00:00,65,96,8,0.0,438.0,242.0
2016-07-08 03:00:00+00:00,64,96,8,0.0,424.0,242.0
2016-07-08 04:00:00+00:00,63,96,7,0.0,424.0,242.0
2016-07-08 05:00:00+00:00,63,96,8,0.0,424.0,242.0
2016-07-08 06:00:00+00:00,65,93,10,0.0,400.0,242.0
2016-07-08 07:00:00+00:00,67,87,13,0.0,403.0,242.0
2016-07-08 08:00:00+00:00,70,78,15,0.0,407.0,242.0
2016-07-08 09:00:00+00:00,71,70,15,0.0,387.0,242.0
2016-07-08 10:00:00+00:00,72,63,17,0.0,390.0,242.0
2016-07-08 11:00:00+00:00,73,63,21,0.0,400.0,242.0
2016-07-08 12:00:00+00:00,73,65,16,0.0,393.0,242.0
2016-07-08 13:00:00+00:00,73,65,22,0.0,400.0,242.0
2016-07-08 14:00:00+00:00,73,65,23,0.0,403.0,242.0
2016-07-08 15:00:00+00:00,74,63,15,0.0,390.0,242.0
2016-07-08 16:00:00+00:00,74,63,17,0.0,383.0,242.0
2016-07-08 17:00:00+00:00,74,63,14,0.0,390.0,242.0
2016-07-08 18:00:00+00:00,74,63,13,0.0,383.0,242.0
2016-07-08 19:00:00+00:00,73,68,9,0.0,373.0,242.0
2016-07-08 20:00:00+00:00,69,80,7,0.0,380.0,242.0
2016-07-08 21:00:00+00:00,69,80,7,0.0,373.0,242.0
2016-07-08 22:00:00+00:00,66,87,7,0.0,360.0,242.0
2016-07-08 23:00:00+00:00,65,87,8,0.0,363.0,242.0
2016-07-09 00:00:00+00:00,64,86,7,0.0,367.0,242.0
2016-07-09 01:00:00+00:00,62,93,3,0.0,344.0,242.0
2016-07-09 02:00:00+00:00,61,96,5,0.0,344.0,242.0
2016-07-09 03:00:00+00:00,60,96,7,0.0,351.0,242.0
2016-07-09 04:00:00+00:00,59,96,6,0.0,332.0,242.0
2016-07-09 05:00:00+00:00,58,96,3,0.0,329.0,242.0
2016-07-09 06:00:00+00:00,62,93,5,0.0,335.0,242.0
2016-07-09 07:00:00+00:00,65,87,6,0.0,329.0,242.0
2016-07-09 08:00:00+00:00,68,78,5,0.0,314.0,242.0
2016-07-09 09:00:00+00:00,71,73,3,0.0,320.0,242.0
2016-07-09 10:00:00+00:00,73,65,3,0.0,323.0,242.0
2016-07-09 11:00:00+00:00,75,59,3,0.0,302.0,242.0
2016-07-09 12:00:00+00:00,76,62,9,0.0,299.0,242.0
2016-07-09 13:00:00+00:00,77,60,3,0.0,308.0,242.0
2016-07-09 14:00:00+00:00,78,57,5,0.0,314.0,242.0
2016-07-09 15:00:00+00:00,78,57,7,0.0,297.0,242.0
2016-07-09 16:00:00+00:00,78,55,5,0.0,297.0,242.0
2016-07-09 17:00:00+00:00,76,62,5,0.0,302.0,242.0
2016-07-09 18:00:00+00:00,77,61,6,0.0,299.0,242.0
2016-07-09 19:00:00+00:00,74,71,6,0.0,285.0,242.0
2016-07-09 20:00:00+00:00,69,83,7,0.0,291.0,242.0
2016-07-09 21:00:00+00:00,66,89,7,0.0,297.0,242.0
2016-07-09 22:00:00+00:00,65,90,6,0.0,282.0,242.0
2016-07-09 23:00:00+00:00,64,93,7,0.0,280.0,242.0
2016-07-10 00:00:00+00:00,64,89,8,0.0,285.0,242.0
2016-07-10 01:00:00+00:00,63,93,8,0.0,288.0,242.0
2016-07-10 02:00:00+00:00,63,93,9,0.0,271.0,242.0
2016-07-10 03:00:00+00:00,65,90,9,0.0,271.0,242.0
2016-07-10 04:00:00+00:00,66,87,11,0.0,277.0,242.0
2016-07-10 05:00:00+00:00,66,83,13,0.0,274.0,242.0
2016-07-10 06:00:00+00:00,66,88,15,0.0,261.0,242.0
2016-07-10 07:00:00+00:00,65,93,9,0.25,266.0,242.0
2016-07-10 08:00:00+00:00,64,100,9,0.2,271.0,242.0
2016-07-10 09:00:00+00:00,66,93,13,0.09,261.0,242.0
2016-07-10 10:00:00+00:00,68,87,15,0.01,255.0,242.0
2016-07-10 11:00:00+00:00,72,84,17,0.0,263.0,242.0
2016-07-10 12:00:00+00:00,74,76,15,0.0,266.0,242.0
2016-07-10 13:00:00+00:00,74,76,18,0.0,288.0,242.0
2016-07-10 14:00:00+00:00,74,76,17,0.0,363.0,242.0
2016-07-10 15:00:00+00:00,75,75,14,0.0,421.0,242.0
2016-07-10 16:00:00+00:00,77,73,10,0.0,387.0,242.0
2016-07-10 17:00:00+00:00,76,76,8,0.0,351.0,242.0
2016-07-10 18:00:00+00:00,76,79,7,0.0,332.0,242.0
2016-07-10 19:00:00+00:00,74,81,8,0.0,308.0,242.0
2016-07-10 20:00:00+00:00,70,93,6,0.0,288.0,242.0
2016-07-10 21:00:00+00:00,69,96,9,0.0,285.0,242.0
2016-07-10 22:00:00+00:00,69,96,11,0.0,285.0,242.0
2016-07-10 23:00:00+00:00,68,100,13,0.0,269.0,242.0
2016-07-11 00:00:00+00:00,68,96,9,0.0,269.0,242.0
2016-07-11 01:00:00+00:00,70,94,14,0.0,277.0,242.0
2016-07-11 02:00:00+00:00,70,96,10,0.0,282.0,242.0
2016-07-11 03:00:00+00:00,69,100,9,0.0,266.0,242.0
2016-07-11 04:00:00+00:00,69,100,10,0.0,269.0,242.0
2016-07-11 05:00:00+00:00,69,100,10,0.0,277.0,242.0
2016-07-11 06:00:00+00:00,70,96,13,0.0,282.0,242.0
2016-07-11 07:00:00+00:00,72,94,11,0.0,266.0,242.0
2016-07-11 08:00:00+00:00,76,87,10,0.0,269.0,242.0
2016-07-11 09:00:00+00:00,78,84,9,0.0,277.0,242.0
2016-07-11 10:00:00+00:00,81,79,13,0.0,274.0,242.0
2016-07-11 11:00:00+00:00,83,77,16,0.0,261.0,242.0
2016-07-11 12:00:00+00:00,84,74,10,0.0,269.0,242.0
2016-07-11 13:00:00+00:00,85,69,18,0.0,277.0,242.0
2016-07-11 14:00:00+00:00,85,67,17,0.0,263.0,242.0
2016-07-11 15:00:00+00:00,86,67,25,0.0,263.0,242.0
2016-07-11 16:00:00+00:00,86,67,25,0.0,271.0,242.0
2016-07-11 17:00:00+00:00,85,69,21,0.0,280.0,242.0
2016-07-11 18:00:00+00:00,84,74,23,0.0,266.0,242.0
2016-07-11 19:00:00+00:00,82,76,17,0.0,266.0,242.0
2016-07-11 20:00:00+00:00,81,79,20,0.0,274.0,242.0
2016-07-11 21:00:00+00:00,80,79,17,0.0,280.0,242.0
2016-07-11 22:00:00+00:00,79,79,22,0.0,263.0,242.0
2016-07-11 23:00:00+00:00,81,74,20,0.0,263.0,242.0
2016-07-12 00:00:00+00:00,69,89,16,0.19,271.0,242.0
2016-07-12 01:00:00+00:00,68,89,14,0.07,269.0,242.0
2016-07-12 02:00:00+00:00,67,93,7,0.01,255.0,242.0
2016-07-12 03:00:00+00:00,67,93,9,0.0,263.0,242.0
2016-07-12 04:00:00+00:00,67,87,15,0.0,269.0,242.0
2016-07-12 05:00:00+00:00,66,93,13,0.0,258.0,242.0
2016-07-12 06:00:00+00:00,67,90,10,0.0,271.0,242.0
2016-07-12 07:00:00+00:00,69,86,14,0.0,326.0,242.0
2016-07-12 08:00:00+00:00,70,87,15,0.0,338.0,242.0
2016-07-12 09:00:00+00:00,72,78,13,0.0,314.0,242.0
2016-07-12 10:00:00+00:00,75,70,11,0.0,305.0,242.0
2016-07-12 11:00:00+00:00,77,66,7,0.0,294.0,242.0
2016-07-12 12:00:00+00:00,78,62,14,0.0,269.0,242.0
2016-07-12 13:00:00+00:00,79,60,11,0.0,266.0,242.0
2016-07-12 14:00:00+00:00,80,56,15,0.0,271.0,242.0
2016-07-12 15:00:00+00:00,80,56,14,0.0,266.0,242.0
2016-07-12 16:00:00+00:00,80,56,15,0.0,253.0,242.0
2016-07-12 17:00:00+00:00,80,58,13,0.0,258.0,242.0
2016-07-12 18:00:00+00:00,79,60,9,0.0,266.0,242.0
2016-07-12 19:00:00+00:00,75,73,6,0.0,250.0,242.0
2016-07-12 20:00:00+00:00,70,84,7,0.0,253.0,242.0
2016-07-12 21:00:00+00:00,68,89,8,0.0,258.0,242.0
2016-07-12 22:00:00+00:00,67,93,8,0.0,255.0,242.0
2016-07-12 23:00:00+00:00,66,93,8,0.0,245.0,242.0
2016-07-13 00:00:00+00:00,67,90,9,0.0,250.0,242.0
2016-07-13 01:00:00+00:00,66,89,9,0.0,255.0,242.0
2016-07-13 02:00:00+00:00,66,93,11,0.0,242.0,242.0
2016-07-13 03:00:00+00:00,68,93,10,0.0,240.0,242.0
2016-07-13 04:00:00+00:00,69,96,9,0.0,247.0,242.0
2016-07-13 05:00:00+00:00,68,96,10,0.0,247.0,242.0
2016-07-13 06:00:00+00:00,70,93,11,0.0,232.0,242.0
2016-07-13 07:00:00+00:00,73,90,13,0.0,235.0,242.0
2016-07-13 08:00:00+00:00,73,90,11,0.0,242.0,242.0
2016-07-13 09:00:00+00:00,72,94,13,0.0,242.0,242.0
2016-07-13 10:00:00+00:00,72,93,11,0.01,228.0,242.0
2016-07-13 11:00:00+00:00,76,84,6,0.02,232.0,242.0
2016-07-13 12:00:00+00:00,77,78,15,0.0,237.0,242.0
2016-07-13 13:00:00+00:00,80,74,11,0.0,235.0,242.0
2016-07-13 14:00:00+00:00,81,69,14,0.0,240.0,242.0
2016-07-13 15:00:00+00:00,81,67,13,0.0,242.0,242.0
2016-07-13 16:00:00+00:00,81,56,14,0.0,242.0,242.0
2016-07-13 17:00:00+00:00,77,64,11,0.0,237.0,242.0
2016-07-13 18:00:00+00:00,77,57,10,0.0,242.0,242.0
2016-07-13 19:00:00+00:00,75,66,7,0.0,245.0,242.0
2016-07-13 20:00:00+00:00,70,75,9,0.0,242.0,242.0
2016-07-13 21:00:00+00:00,67,84,7,0.0,240.0,242.0
2016-07-13 22:00:00+00:00,67,84,10,0.0,232.0,242.0
2016-07-13 23:00:00+00:00,67,81,9,0.0,211.0,242.0
2016-07-14 00:00:00+00:00,66,83,10,0.0,195.0,242.0
2016-07-14 01:00:00+00:00,65,87,9,0.0,204.0,242.0
2016-07-14 02:00:00+00:00,63,90,7,0.0,216.0,242.0
2016-07-14 03:00:00+00:00,61,93,7,0.0,223.0,242.0
2016-07-14 04:00:00+00:00,61,89,9,0.0,218.0,242.0
2016-07-14 05:00:00+00:00,61,86,10,0.0,209.0,242.0
2016-07-14 06:00:00+00:00,63,83,9,0.0,213.0,242.0
2016-07-14 07:00:00+00:00,66,78,11,0.0,220.0,242.0
2016-07-14 08:00:00+00:00,69,73,15,0.0,223.0,242.0
2016-07-14 09:00:00+00:00,71,70,15,0.0,209.0,242.0
2016-07-14 10:00:00+00:00,72,68,16,0.0,209.0,242.0
2016-07-14 11:00:00+00:00,72,68,16,0.0,216.0,242.0
2016-07-14 12:00:00+00:00,72,66,16,0.0,218.0,242.0
2016-07-14 13:00:00+00:00,72,66,15,0.0,211.0,242.0
2016-07-14 14:00:00+00:00,71,68,17,0.0,202.0,242.0
2016-07-14 15:00:00+00:00,70,65,17,0.0,209.0,242.0
2016-07-14 16:00:00+00:00,69,67,17,0.0,213.0,242.0
2016-07-14 17:00:00+00:00,69,70,13,0.0,216.0,242.0
2016-07-14 18:00:00+00:00,68,70,14,0.0,202.0,242.0
2016-07-14 19:00:00+00:00,65,81,11,0.0,202.0,242.0
2016-07-14 20:00:00+00:00,64,77,13,0.0,209.0,242.0
2016-07-14 21:00:00+00:00,61,93,8,0.03,213.0,242.0
2016-07-14 22:00:00+00:00,61,93,10,0.0,211.0,242.0
2016-07-14 23:00:00+00:00,61,93,11,0.0,195.0,242.0
2016-07-15 00:00:00+00:00,61,96,10,0.0,197.0,242.0
2016-07-15 01:00:00+00:00,61,100,13,0.03,204.0,242.0
2016-07-15 02:00:00+00:00,61,100,9,0.02,211.0,242.0
2016-07-15 03:00:00+00:00,60,100,7,0.0,213.0,242.0
2016-07-15 04:00:00+00:00,61,93,10,0.0,197.0,242.0
2016-07-15 05:00:00+00:00,61,93,7,0.0,197.0,242.0
2016-07-15 06:00:00+00:00,60,96,9,0.0,202.0,242.0
2016-07-15 07:00:00+00:00,61,93,9,0.0,206.0,242.0
2016-07-15 08:00:00+00:00,62,89,6,0.0,202.0,242.0
2016-07-15 09:00:00+00:00,64,86,6,0.0,188.0,242.0
2016-07-15 10:00:00+00:00,66,82,9,0.0,195.0,242.0
2016-07-15 11:00:00+00:00,68,72,8,0.0,199.0,242.0
2016-07-15 12:00:00+00:00,70,65,10,0.0,202.0,202.0
2016-07-15 13:00:00+00:00,73,63,7,0.0,190.0,202.0
2016-07-15 14:00:00+00:00,74,57,6,0.0,186.0,202.0
2016-07-15 15:00:00+00:00,74,55,5,0.0,193.0,202.0
2016-07-15 16:00:00+00:00,74,51,7,0.0,197.0,202.0
2016-07-15 17:00:00+00:00,74,48,6,0.0,202.0,202.0
2016-07-15 18:00:00+00:00,74,49,3,0.0,188.0,202.0
2016-07-15 19:00:00+00:00,71,65,0,0.0,186.0,202.0
2016-07-15 20:00:00+00:00,66,78,0,0.0,193.0,202.0
2016-07-15 21:00:00+00:00,63,80,3,0.0,197.0,202.0
2016-07-15 22:00:00+00:00,61,93,5,0.0,199.0,202.0
2016-07-15 23:00:00+00:00,61,93,5,0.0,186.0,202.0
2016-07-16 00:00:00+00:00,59,93,5,0.0,184.0,202.0
2016-07-16 01:00:00+00:00,58,93,6,0.0,188.0,202.0
2016-07-16 02:00:00+00:00,57,93,6,0.0,193.0,202.0
2016-07-16 03:00:00+00:00,56,93,8,0.0,195.0,202.0
2016-07-16 04:00:00+00:00,56,93,7,0.0,193.0,202.0
2016-07-16 05:00:00+00:00,55,96,3,0.0,179.0,202.0
2016-07-16 06:00:00+00:00,57,96,3,0.0,182.0,202.0
2016-07-16 07:00:00+00:00,63,86,5,0.0,186.0,202.0
2016-07-16 08:00:00+00:00,68,83,3,0.0,188.0,202.0
2016-07-16 09:00:00+00:00,70,70,9,0.0,190.0,202.0
2016-07-16 10:00:00+00:00,72,68,10,0.0,175.0,202.0
2016-07-16 11:00:00+00:00,73,63,11,0.0,175.0,202.0
2016-07-16 12:00:00+00:00,75,57,9,0.0,182.0,202.0
2016-07-16 13:00:00+00:00,75,57,11,0.0,186.0,202.0
2016-07-16 14:00:00+00:00,77,57,10,0.0,186.0,202.0
2016-07-16 15:00:00+00:00,76,57,9,0.0,175.0,202.0
2016-07-16 16:00:00+00:00,74,61,13,0.0,173.0,202.0
2016-07-16 17:00:00+00:00,74,61,11,0.0,177.0,202.0
2016-07-16 18:00:00+00:00,74,63,13,0.0,184.0,202.0
2016-07-16 19:00:00+00:00,71,68,9,0.0,186.0,202.0
2016-07-16 20:00:00+00:00,68,78,9,0.0,182.0,202.0
2016-07-16 21:00:00+00:00,67,81,9,0.0,171.0,202.0
2016-07-16 22:00:00+00:00,67,81,10,0.0,175.0,202.0
2016-07-16 23:00:00+00:00,67,81,14,0.0,179.0,202.0
2016-07-17 00:00:00+00:00,64,93,15,0.0,182.0,202.0
2016-07-17 01:00:00+00:00,62,96,7,0.96,184.0,202.0
2016-07-17 02:00:00+00:00,61,100,9,0.2,171.0,202.0
2016-07-17 03:00:00+00:00,61,100,7,0.26,167.0,202.0
2016-07-17 04:00:00+00:00,63,100,10,0.24,173.0,202.0
2016-07-17 05:00:00+00:00,63,93,9,0.0,177.0,202.0
2016-07-17 06:00:00+00:00,62,100,14,0.0,184.0,202.0
2016-07-17 07:00:00+00:00,66,89,11,0.0,632.0,202.0
2016-07-17 08:00:00+00:00,71,75,11,0.0,878.0,202.0
2016-07-17 09:00:00+00:00,73,75,11,0.0,974.0,202.0
2016-07-17 10:00:00+00:00,75,73,11,0.0,999.0,202.0
2016-07-17 11:00:00+00:00,75,73,17,0.0,839.0,202.0
2016-07-17 12:00:00+00:00,78,71,23,0.0,670.0,202.0
2016-07-17 13:00:00+00:00,78,76,17,0.0,567.0,202.0
2016-07-17 14:00:00+00:00,81,74,16,0.0,511.0,202.0
2016-07-17 15:00:00+00:00,81,69,13,0.0,424.0,202.0
2016-07-17 16:00:00+00:00,82,66,15,0.0,414.0,202.0
2016-07-17 17:00:00+00:00,82,64,14,0.0,442.0,202.0
2016-07-17 18:00:00+00:00,80,64,11,0.0,464.0,202.0
2016-07-17 19:00:00+00:00,76,73,9,0.0,477.0,202.0
2016-07-17 20:00:00+00:00,71,86,7,0.0,484.0,202.0
2016-07-17 21:00:00+00:00,68,89,7,0.0,518.0,202.0
2016-07-17 22:00:00+00:00,65,93,6,0.0,543.0,202.0
2016-07-17 23:00:00+00:00,64,93,6,0.0,543.0,202.0
2016-07-18 00:00:00+00:00,64,93,7,0.0,560.0,202.0
2016-07-18 01:00:00+00:00,63,93,7,0.0,578.0,202.0
2016-07-18 02:00:00+00:00,63,93,6,0.0,564.0,202.0
2016-07-18 03:00:00+00:00,62,93,7,0.0,567.0,202.0
2016-07-18 04:00:00+00:00,61,96,6,0.0,578.0,202.0
2016-07-18 05:00:00+00:00,61,96,7,0.0,571.0,202.0
2016-07-18 06:00:00+00:00,64,93,5,0.0,560.0,202.0
2016-07-18 07:00:00+00:00,68,89,6,0.0,575.0,202.0
2016-07-18 08:00:00+00:00,72,81,6,0.0,571.0,202.0
2016-07-18 09:00:00+00:00,74,73,7,0.0,560.0,202.0
2016-07-18 10:00:00+00:00,77,64,5,0.0,575.0,202.0
2016-07-18 11:00:00+00:00,79,58,5,0.0,567.0,202.0
2016-07-18 12:00:00+00:00,80,58,6,0.0,553.0,202.0
2016-07-18 13:00:00+00:00,81,54,0,0.0,575.0,202.0
2016-07-18 14:00:00+00:00,82,50,0,0.0,571.0,202.0
2016-07-18 15:00:00+00:00,82,54,3,0.0,575.0,202.0
2016-07-18 16:00:00+00:00,83,52,0,0.0,588.0,202.0
2016-07-18 17:00:00+00:00,82,54,3,0.0,575.0,202.0
2016-07-18 18:00:00+00:00,82,54,0,0.0,581.0,202.0
2016-07-18 19:00:00+00:00,79,66,0,0.0,575.0,202.0
2016-07-18 20:00:00+00:00,74,71,0,0.0,567.0,202.0
2016-07-18 21:00:00+00:00,73,70,0,0.0,571.0,202.0
2016-07-18 22:00:00+00:00,70,78,6,0.0,546.0,202.0
2016-07-18 23:00:00+00:00,68,87,3,0.0,543.0,202.0
2016-07-19 00:00:00+00:00,66,93,6,0.0,539.0,202.0
2016-07-19 01:00:00+00:00,66,89,6,0.0,508.0,202.0
2016-07-19 02:00:00+00:00,66,93,6,0.0,508.0,202.0
2016-07-19 03:00:00+00:00,65,93,6,0.0,494.0,202.0
2016-07-19 04:00:00+00:00,65,93,6,0.0,477.0,202.0
2016-07-19 05:00:00+00:00,64,96,6,0.0,481.0,202.0
2016-07-19 06:00:00+00:00,66,93,5,0.0,468.0,202.0
2016-07-19 07:00:00+00:00,71,90,6,0.0,454.0,202.0
2016-07-19 08:00:00+00:00,75,87,5,0.0,458.0,202.0
2016-07-19 09:00:00+00:00,78,81,9,0.0,442.0,202.0
2016-07-19 10:00:00+00:00,79,76,10,0.0,435.0,202.0
2016-07-19 11:00:00+00:00,76,81,14,0.0,428.0,202.0
2016-07-19 12:00:00+00:00,78,79,15,0.0,421.0,202.0
2016-07-19 13:00:00+00:00,79,73,10,0.0,428.0,202.0
2016-07-19 14:00:00+00:00,80,71,13,0.0,414.0,202.0
2016-07-19 15:00:00+00:00,79,69,9,0.0,403.0,202.0
2016-07-19 16:00:00+00:00,80,66,9,0.0,407.0,202.0
2016-07-19 17:00:00+00:00,79,69,11,0.0,410.0,202.0
2016-07-19 18:00:00+00:00,79,73,7,0.0,410.0,202.0
2016-07-19 19:00:00+00:00,76,79,7,0.0,410.0,202.0
2016-07-19 20:00:00+00:00,72,90,8,0.0,383.0,202.0
2016-07-19 21:00:00+00:00,70,93,9,0.0,380.0,202.0
2016-07-19 22:00:00+00:00,69,96,9,0.0,387.0,202.0
2016-07-19 23:00:00+00:00,69,100,9,0.0,390.0,202.0
2016-07-20 00:00:00+00:00,70,96,10,0.0,380.0,202.0
2016-07-20 01:00:00+00:00,69,100,10,0.0,383.0,202.0
2016-07-20 02:00:00+00:00,69,96,9,0.0,380.0,202.0
2016-07-20 03:00:00+00:00,69,96,11,0.0,377.0,202.0
2016-07-20 04:00:00+00:00,69,92,11,0.0,351.0,202.0
2016-07-20 05:00:00+00:00,69,92,14,0.0,347.0,202.0
2016-07-20 06:00:00+00:00,70,93,11,0.0,347.0,202.0
2016-07-20 07:00:00+00:00,70,93,10,0.0,354.0,202.0
2016-07-20 08:00:00+00:00,71,93,9,0.0,354.0,202.0
2016-07-20 09:00:00+00:00,76,87,8,0.0,354.0,202.0
2016-07-20 10:00:00+00:00,81,76,6,0.0,351.0,202.0
2016-07-20 11:00:00+00:00,81,82,11,0.0,326.0,202.0
2016-07-20 12:00:00+00:00,82,79,10,0.0,323.0,202.0
2016-07-20 13:00:00+00:00,80,81,20,0.0,332.0,202.0
2016-07-20 14:00:00+00:00,81,79,22,0.0,335.0,202.0
2016-07-20 15:00:00+00:00,83,79,20,0.0,338.0,202.0
2016-07-20 16:00:00+00:00,83,79,17,0.0,332.0,202.0
2016-07-20 17:00:00+00:00,85,77,17,0.0,314.0,202.0
2016-07-20 18:00:00+00:00,83,82,11,0.0,320.0,202.0
2016-07-20 19:00:00+00:00,81,87,14,0.0,329.0,202.0
2016-07-20 20:00:00+00:00,80,90,15,0.0,332.0,202.0
2016-07-20 21:00:00+00:00,79,93,15,0.0,314.0,202.0
2016-07-20 22:00:00+00:00,79,93,15,0.0,308.0,202.0
2016-07-20 23:00:00+00:00,79,97,15,0.0,314.0,202.0
2016-07-21 00:00:00+00:00,79,97,15,0.0,317.0,202.0
2016-07-21 01:00:00+00:00,79,93,14,0.0,320.0,202.0
2016-07-21 02:00:00+00:00,79,93,13,0.0,299.0,202.0
2016-07-21 03:00:00+00:00,79,93,14,0.0,297.0,202.0
2016-07-21 04:00:00+00:00,79,90,13,0.0,305.0,202.0
2016-07-21 05:00:00+00:00,78,90,14,0.0,308.0,202.0
2016-07-21 06:00:00+00:00,79,87,10,0.0,308.0,202.0
2016-07-21 07:00:00+00:00,80,87,0,0.0,291.0,202.0
2016-07-21 08:00:00+00:00,82,84,6,0.0,282.0,202.0
2016-07-21 09:00:00+00:00,84,79,10,0.0,291.0,202.0
2016-07-21 10:00:00+00:00,84,79,9,0.0,294.0,202.0
2016-07-21 11:00:00+00:00,86,74,10,0.0,297.0,202.0
2016-07-21 12:00:00+00:00,85,80,10,0.0,294.0,202.0
2016-07-21 13:00:00+00:00,88,74,8,0.0,294.0,202.0
2016-07-21 14:00:00+00:00,88,74,9,0.0,282.0,202.0
2016-07-21 15:00:00+00:00,89,72,10,0.0,271.0,202.0
2016-07-21 16:00:00+00:00,89,74,10,0.0,282.0,202.0
2016-07-21 17:00:00+00:00,89,70,9,0.0,288.0,202.0
2016-07-21 18:00:00+00:00,89,72,6,0.0,288.0,202.0
2016-07-21 19:00:00+00:00,87,79,0,0.0,242.0,202.0
2016-07-21 20:00:00+00:00,83,87,5,0.0,250.0,202.0
2016-07-21 21:00:00+00:00,81,90,5,0.0,266.0,202.0
2016-07-21 22:00:00+00:00,80,90,6,0.0,277.0,202.0
